Period,Start Date,End Date,ZIP Code,Service District,Quality of Life,Overall Feeling of Safety,Neighborhood Safety,City Appearance,Neighborhood Appearance,Nashville as Residence,Nashville as Place to Raise Children,Nashville as Workplace,Nashville as Place to Start/Grow Business,Nashville as Retirement Place,Metro Services - Overall,Value Received from Taxes,Elected Official Leadership,Elected Official Responsiveness,Elected Official Accessibility,Metro Transparency and Ethics,Metro Budgeting and Stewardship,Customer Service,Metro Communication,Decision Input Opportunity,Crime Prevention,Police - Overall,Fire and EMS - Overall,Streets and Sidewalks - Overall,Trash and Recycling - Overall,Public Education,Public Health - Overall,Public Library,Social Services - Overall,Economic Development - Overall,Parks and Recreation - Overall,Code Enforcement - Overall,Public Transit - Overall,Water Services - Overall,Metro-provided Arts and Culture - Overall,Affordable Housing - Overall,Historic Preservation - Overall,1st Priority Service,2nd Priority Service,3rd Priority Service,4th Priority Service,5th Priority Service,City Street Maintenance,Street Signs and Traffic Signals,Pedestrian Infrastructure,Curb Space Management,Bicycle Infrastructure,Trash Service,Curbside Recycling,Drop-off Recycling,Street Lighting,Public Works Personnel Professionalism,Police Visibility,Traffic Enforcement,Police Professionalism,Police Response Time,School Crossing Guards,School Resource Officers,Youth Violence Programs,Special Event Security,Fire Services,Fire Response Time,Emergency Medical Services (EMS),EMS Response Time,Fire Professionalism,EMS Professionalism,MTA Bus Service,Music City Circuit,AccessRide,Music City Star,Park and Ride,Bus Shelters,MTA Personnel Professionalism,Trash and Debris Enforcement,Lawn and Brush Enforcement,Exterior Maintenance Enforcement,Short-Term Rental Enforcement,STRP Complaint Hotline,Codes Personnel Professionalism,Codes Responsiveness,911 Services,Non-Emergency Number,hubNashville (311),Program Information Availability,Nashville.gov,Metro Video Programming,Metro Social Media,Parks Maintenance,Outdoor Athletic Fields,Walking and Biking Trails,Swimming Pools,Community Centers,Youth Recreation Programs,Senior Recreation Programs,Parks Personnel Professionalism,Park Safety,Burial Assistance Program,Family Support Services,Homeless Services,Nutrition Programs,Head Start / Early Head Start,Low Income Home Energy Assistance Program (LIHEAP),Violent Crime Victim Services,Tap Water,Water Service Reliability,Water Emergency Response,Flood Prevention,Stormwater Fund Use,Water Services Value,Water Services Communication,Water Services Information Availability,Water Services Social Media,Water Services Employee Interaction,Crime Victim,MNPD Officer Contact,311 (hubNashville) Usage,Nashville.gov Usage,Park / Community Center Usage,MTA Bus Service Usage,Bicycle Usage,Arts / Cultural Event Attendance,Public Library Usage,Metro Elected Official Contact,Public Meeting Attendance,Neighborhood Meeting Attendance,Monthly Housing Cost Over 30%,Rideshare / Bikeshare Usage,"Commute by Walking, Biking, or Bus",Affordable Housing Preference,Opioid Addiction,Neighborhood Tree Canopy,Internet Use for Information,Mobile Phone Internet Access,Home Internet Access,Natural Disaster Preparedness,$500 Emergency Expense,Healthcare Access,Healthy Food Access,Childcare Access,Pre-K Access,Public Transit Access,Park and Green Space Access,Affordable Housing Access,Diversity Support Efforts,Diversity Acceptance,Disability Access,Job Access,Neighborhood Arts and Culture,Small Business and Freelance Work Space,Farmers' Market,General Hospital,Emergency and Natural Disaster Response,No Children in Davidson County,Children Ages 0-5,Children Ages 6-13,Children Ages 14-17,Public School Attendance,Charter School Attendance,Private School Attendance,Other School Attendance,Other School Definition,School Quality,Own or Rent,Years Lived in Davidson County,Business Owner / Operator,Race / Ethnicity - White,Race / Ethnicity - Black,Race / Ethnicity - Hispanic,Race / Ethnicity - Asian or Pacific Islander,Race / Ethnicity - Native American or Alaskan Native,Race / Ethnicity - Other,Race / Ethnicity - Other Definition,Total Annual Household Income,Age,Gender Identity,Education Attained
2019Q1,02/13/2019,03/22/2019,37211,Urban Services District,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Good,Good,Good,Good,Good,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Neutral,Neutral,Very Satisfied,Neutral,Very Satisfied,Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,Very Satisfied,Satisfied,Police,Fire and EMS,Streets and sidewalks,Public education,Solid waste services,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Don't Know,Don't Know,Neutral,Satisfied,Don't Know,Dissatisfied,Satisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Don't Know,Don't Know,Neutral,Satisfied,Don't Know,Don't Know,Very Satisfied,Don't Know,Very Dissatisfied,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Dissatisfied,Don't Know,Satisfied,Dissatisfied,Satisfied,Don't Know,Don't Know,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,true,Yes,Yes,Yes,Yes,Yes,Yes,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Yes,,,,,,,,,,Own,35,Yes,Yes,,,,,,,"$60,000 to $99,999",35-44,Male,Bachelor's degree
2019Q1,02/13/2019,03/22/2019,37218,Urban Services District,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Satisfied,Dissatisfied,Poor,Poor,Poor,Excellent,Poor,Very Dissatisfied,Don't Know,Very Dissatisfied,Neutral,Don't Know,Don't Know,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Very Dissatisfied,Very Satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,Very Dissatisfied,Neutral,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,Police,Fire and EMS,Streets and sidewalks,Public health,Parks and recreation,Dissatisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Very Satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Neutral,Very Dissatisfied,Don't Know,Very Satisfied,Very Dissatisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Very Satisfied,Don't Know,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Neutral,Very Dissatisfied,Neutral,Very Dissatisfied,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,true,No,No,No,No,Yes,No,Very Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Very Dissatisfied,Very Satisfied,Neutral,Very Satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Don't Know,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,,,,,,,,,,,,,No,,,,,,,,"Under $30,000",45-54,Female,Some college
2019Q1,02/13/2019,03/22/2019,37206,Urban Services District,Very Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Excellent,Good,Good,Good,Good,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Very Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Neutral,Neutral,Public education,Solid waste services,Affordable housing,Public transportation,Historic preservation,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Neutral,Very Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Satisfied,Don't Know,Very Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Neutral,Don't Know,Very Satisfied,Neutral,Don't Know,Neutral,Dissatisfied,Don't Know,Neutral,Satisfied,Neutral,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,true,No,Yes,Yes,Yes,Yes,Yes,Dissatisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,,Yes,,,,,Yes,,,Excellent,Own,18,Yes,Yes,,,,,,,"$100,000 or more",25-34,Female,Bachelor's degree
2019Q1,02/13/2019,03/22/2019,37138,General Services District,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Below Average,Below Average,Below Average,Poor,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,Don't Know,Don't Know,Neutral,Very Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Don't Know,Don't Know,Dissatisfied,Don't Know,Dissatisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Dissatisfied,Police,Fire and EMS,Code enforcement,Public health,Historic preservation,Dissatisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,true,No,No,No,Yes,Yes,Yes,Satisfied,Satisfied,Neutral,Neutral,Neutral,Dissatisfied,Don't Know,Don't Know,Neutral,Don't Know,Dissatisfied,Dissatisfied,Don't Know,Satisfied,Don't Know,Don't Know,Yes,,,,,,,,,,Own,37,No,Yes,,,,,,,"$30,000 to $59,999",35-44,Male,High school graduate
2019Q1,02/13/2019,03/22/2019,37214,General Services District,Neutral,Very Dissatisfied,Satisfied,Dissatisfied,Very Dissatisfied,Neutral,Below Average,Neutral,Neutral,Below Average,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Dissatisfied,Very Dissatisfied,Satisfied,Neutral,Don't Know,Very Dissatisfied,Satisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Very Satisfied,Police,Streets and sidewalks,Fire and EMS,Solid waste services,Public transportation,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Neutral,Very Satisfied,Neutral,Don't Know,Don't Know,Very Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Don't Know,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Very Dissatisfied,Don't Know,Don't Know,Very Dissatisfied,Don't Know,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Don't Know,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,true,No,Yes,Yes,Yes,No,No,Satisfied,Very Satisfied,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Neutral,Very Satisfied,Satisfied,Satisfied,Yes,,,,,,,,,,Rent,3,No,Yes,,,,,,,"$60,000 to $99,999",35-44,Male,Bachelor's degree
2019Q1,02/13/2019,03/22/2019,37205,Urban Services District,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Excellent,Don't Know,Good,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,Don't Know,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Very Satisfied,Dissatisfied,Neutral,Very Satisfied,Satisfied,Very Dissatisfied,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,Public transportation,Public education,Social services,Solid waste services,Public health,Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Neutral,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Dissatisfied,Neutral,Neutral,Don't Know,Neutral,Neutral,Neutral,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Neutral,Don't Know,Don't Know,Very Satisfied,Satisfied,Don't Know,Don't Know,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Satisfied,Don't Know,Don't Know,Don't Know,Neutral,Dissatisfied,Don't Know,Don't Know,Don't Know,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,false,Yes,Yes,Yes,Yes,Yes,Yes,Satisfied,Neutral,Don't Know,Don't Know,Very Satisfied,Very Dissatisfied,Don't Know,Don't Know,Neutral,Don't Know,Neutral,Neutral,Satisfied,Neutral,Don't Know,Don't Know,,,,,,,,,,,Own,20,Yes,,,Yes,,,,,"$100,000 or more",25-34,Male,Bachelor's degree
2019Q1,02/13/2019,03/22/2019,37204,Urban Services District,Very Satisfied,Satisfied,Satisfied,Neutral,Neutral,Good,Good,Good,Good,Neutral,Satisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Satisfied,Neutral,Very Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral,,,,,,Dissatisfied,Satisfied,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Neutral,Neutral,Neutral,Don't Know,Don't Know,Don't Know,Satisfied,Very Satisfied,Don't Know,Very Dissatisfied,Neutral,Neutral,Don't Know,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Neutral,Neutral,Satisfied,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,false,Yes,Yes,Yes,Yes,No,Yes,Very Satisfied,Dissatisfied,Don't Know,Don't Know,Neutral,Dissatisfied,Satisfied,Don't Know,Dissatisfied,Don't Know,Satisfied,Dissatisfied,Satisfied,Satisfied,Don't Know,Dissatisfied,Yes,,,,,,,,,,Own,5,Yes,Yes,,,,,,,"$100,000 or more",35-44,Male,Graduate degree
2019Q1,02/13/2019,03/22/2019,37013,Urban Services District,Satisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Good,Good,Good,Good,Good,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Police,Fire and EMS,Public transportation,Parks and recreation,Code enforcement,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Satisfied,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,false,No,Yes,Yes,Yes,Yes,Yes,Very Dissatisfied,Dissatisfied,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Don't Know,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Yes,,,,,,,,,,Own,59,No,Yes,,,,,,,"$30,000 to $59,999",45-54,Male,Bachelor's degree
2019Q1,02/13/2019,03/22/2019,37221,General Services District,Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Excellent,Good,Excellent,Excellent,Excellent,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Satisfied,Don't Know,Don't Know,Very Satisfied,Don't Know,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Don't Know,Don't Know,Satisfied,Streets and sidewalks,Parks and recreation,Water / stormwater,Affordable housing,Police,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Don't Know,Don't Know,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Very Satisfied,Satisfied,Neutral,Don't Know,Don't Know,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Don't Know,Don't Know,Don't Know,Neutral,Dissatisfied,Satisfied,Neutral,Neutral,Neutral,Neutral,Don't Know,Neutral,Dissatisfied,Satisfied,Satisfied,Don't Know,Neutral,Very Satisfied,Don't Know,Don't Know,Very Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,false,Yes,Yes,Yes,Yes,Yes,Yes,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Don't Know,Don't Know,Dissatisfied,Yes,,,,,,,,,,Own,31,No,Yes,,,,,,,"$100,000 or more",35-44,Male,Graduate degree
2019Q1,02/13/2019,03/22/2019,37205,Urban Services District,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Excellent,Excellent,Excellent,Excellent,Excellent,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Neutral,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Neutral,Neutral,Very Satisfied,Dissatisfied,Neutral,Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,Very Dissatisfied,Satisfied,Affordable housing,Water / stormwater,Public health,Public education,Police,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Don't Know,Neutral,Very Dissatisfied,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Satisfied,Satisfied,Neutral,Don't Know,Don't Know,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,true,Yes,Yes,Yes,Yes,Yes,Yes,Very Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Very Satisfied,Don't Know,Dissatisfied,Don't Know,Neutral,Very Dissatisfied,Don't Know,Neutral,Don't Know,Neutral,Yes,,,,,,,,,,Own,48,No,Yes,,,,,,,"$100,000 or more",55-64,Female,High school graduate
2019Q1,02/13/2019,03/22/2019,37207,Urban Services District,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Good,Good,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Affordable housing,Public education,Social services,Public transportation,Streets and sidewalks,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Neutral,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,true,Yes,Yes,Yes,Yes,Yes,Yes,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Yes,,,,,,,,,,Own,54,Yes,,Yes,,,,,,"$30,000 to $59,999",35-44,Male,Graduate degree
2019Q1,02/13/2019,03/22/2019,37209,Urban Services District,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Good,Neutral,Good,Good,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,Neutral,Police,Fire and EMS,Public education,Streets and sidewalks,Affordable housing,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Very Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Don't Know,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,false,Yes,Yes,Yes,No,No,No,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Very Satisfied,Very Satisfied,Satisfied,Satisfied,,,,,,,,,,,Rent,35,No,Yes,,,,,,,"$30,000 to $59,999",45-54,Male,Associate's degree
